ID,District,Name,Address,Contact
111,DINDIGUL,"GOVT HOSPITAL, THANDIKUDI, DINDIGUL TN.","THANDIKUDI, KODAIKANAL, DINDIGUL",9597333064
112,DINDIGUL,"GOVERNMENT MEDICAL COLLEGE, DINDIGUL TN.","TRICHY ROAD, DINDIGUL",9841236486
113,DINDIGUL,"GOVT HOSPITAL, NATHAM, DINDIGUL TN.","DINDIGUL MAIN ROAD, NATHAM, DINDIGUL.",7010742116
114,DINDIGUL,"GOVT HOSPITAL, PANNAIKADU, DINDIGUL TN.","PANNAIKADU, KODAIKANAL, DINDIGUL",8610522232
115,DINDIGUL,"GOVT HOSPITAL, PATTIVEERANPATTI, DINDIGUL TN.","PATTIVEERANPATTI, NILAKOTTAI(TALUK), DINDIGUL.",9788202403
116,DINDIGUL,"GOVT HOSPITAL,ODDANCHATTERAN,DINDIGUL TN.","GOVT HOSPITAL, DHARAPURAM ROAD ,ODDANCHATRAM",9487748897
117,ERODE,"ERODE CANCER CENTER,ERODE TN.","1/393, VELAVAN NAGAR, PERUNDURAI ROAD, THINDAL, ERODE-638012, TAMILNADU.",9842334222
118,ERODE,"GOVT. HOSPITAL,PERUNDURAI, ERODE TN.","PERUNDURAI, TAMIL NADU 638052",9843844789
119,ERODE,"MAARUTHI MEDICCAL CENTER AND HOSPITALS, ERODE TN.","564, PERUNDURAI ROAD, ERODE",9842796660
120,ERODE,"LOTUS HOSPITALS RESEARCH CENTRE LTD,ERODE TN.",90 THAYUMANAVA SUNDARAM STREET POONDURAI MAIN ROAD KOLLAMPALAYAM,9994477725
121,ERODE,"GOVT HOSPITAL KODUMUDI, ERODE TN.",GOVERNMENT HOSPITAL KODUMUDI NEAR TALUK OFFICE,7358125823
122,ERODE,"CARE24 MEDICAL CENTRE AND HOSPITAL, ERODE TN.",NO. 78/1 TO 10. PERUNDURAI ROAD,8883311164
123,ERODE,"GOVT. ERODE MEDICAL COLLEGE AND HOSP, ERODE TN.",PERUNDURAI SANATORIUM ERODE DISTRICT 638 053 TAMILNADU,9578917723
124,ERODE,"GOVT.HEAD QUARTERS HOSPITAL,ERODE TN.",GOVERNMENT HEAD QUARTERS HOSPITAL - E V N ROAD ERODE - 638009,9698920323
125,ERODE,"GOVT HOSPITAL KAVUNTHAPADI, ERODE TN.","GOVT HOSPITAL, ANTHIYUR MAIN ROAD, KAVINDAPADI",9865171189
126,ERODE,"ERODE MEDICAL CENTRE, PERUNDURAI ROAD, ERODE TN.","R.S.NO.374/2B,3B PERUNDURAI ROAD ,ERODE-638011 OPPOSITE TO RELIANCE MALL",9443063737
127,ERODE,"GOVT. HOSPITAL,SATHYAMANGALAM, ERODE TN.","MEDICAL OFFICER GOVERNMENT ANNA HOSPITAL, SATHYAMANGALAM.",9865782139
128,ERODE,"GOVT. HOSPITAL,ANTHIYUR, ERODE TN.","SH 175, ANTHIYUR, TAMIL NADU 638501",9688799551
129,ERODE,"GOVT. HOSPITAL GOBICHETTIPALAYAM, ERODE TN.","NEW HOSPITAL STREET,GOBICHETTIPALAYAM.ERODE(DT)",8870889012
130,ERODE,"CITY HOSPITAL,ERODE TN.","CITY HOSPITAL 87, RKV ROAD OPP. KRISHNA THEATRE ROAD ERODE - 638 003",9843025300
131,ERODE,"GOVT HOSPITAL BHAVANI, ERODE TN.","ANTHIYUR MAIN ROAD,BHAVANI.",9566394643
132,ERODE,"KGR SURGICAL NURSING HOME,ERODE TN.","9, KOTTANAKARA STREET, ATHANI ROAD",9443320587
133,KALLAKURICHI,"GOVT HOSPITAL ULUNDURPET, VILLUPURAM TN.","JUBILEE ROAD , GOVT HOSPITAL , ULUNDURPET , VILLUPURAM (DT) - PIN CODE : 606107",9688576134
134,KALLAKURICHI,"GOVT.MEDICAL COLLEGE AND HOSP, KALLAKURICHI TN.","GANDHI RAOD - (NEAR ALC CHURCH ),KALLAKURICHI,VILLUPURAM-DT:606202",7010037578
135,KALLAKURICHI,"GOVT HOSPITAL, CHINNASALEM, KALLAKURICHI TN.","CHINNASALEM, KALLAKURICHI",9629496196
136,KALLAKURICHI,"GOVT.HEAD QUARTERS,THIRUKOVILUR,KALLAKURICHI TN.","HOSPITAL ROAD, GOVT HOSPITAL, THIRUKOVILUR, PIN : 605757",8098969896
137,KALLAKURICHI,"GOVT HOSPITAL SANKARAPURAM, VILLUPURAM TN.","GOVERNMENT? HOSPITAL,SANKARAPURAM - 606401",7373549369
138,KANCHEEPURAM,"GOVT HOSPITAL,WALAJABAD,KANCHEEPURAM TN.","GOVERNMENT HOSPITAL, VANDALUR ROAD, WALAJABAD",9994518953
139,KANCHEEPURAM,"SANKARA MULTISPECIALTY HOSPITAL,KANCHEEPURAM TN.","NO.14, ULAGALANDHA PERUMAL KOIL SANNADHI STREET, NEAR SRI KANCHI KAMAKSHI AMMAN TEMPLE, KANCHIPURAM",9080051015
140,KANCHEEPURAM,"SAVEETHA MEDICAL COLL AND HOSP, KANCHEEPURAM TN.","SAVEETHA NAGAR, THANDALAM, KANCHEEPURAM",9551270101
141,KANCHEEPURAM,"GOVT ARIGNARANNA CANCER HOSPITAL, KANCHEEPURAM TN.","ASIAN HIGHWAY 45, KARAPETTAI, TAMIL NADU 631552",9442526244
142,KANCHEEPURAM,"GOVT HOSPITAL, SRIPERAMBUDUR, KANCHIPURAM. TN.","SH 57, KATCHIPEDU, SRIPERUMBUDUR, TAMIL NADU 602105",9443549747
143,KANCHEEPURAM,"MIOT HOSPITAL, KANCHEEPURAM TN.","4/112, MOUNT POONAMALLE HIGH RD, SATHYA NAGAR, MANAPAKKAM,KANCHEEPURAM",4422492288
144,KANCHEEPURAM,"GOVT. HEAD QUARTERS HOSPITAL,KANCHEEPURAM TN.","HOSPITAL RD, ENNAIKARAN, KANCHIPURAM, TAMIL NADU 631501",9092034516
145,KANCHEEPURAM,"GOVT HOSPITAL,UTHIRAMERUR,KANCHEEPURAM TN.?","GOVERNMENT HOSPITAL UTHIRAMERUR, VANDAVASI ROAD, UTHIRAMERUR","044-27272195, 8"
146,KANCHEEPURAM,"SAVEETHA MEDICAL CENTRE,THANDALAM,KANCHEEPURAM TN.","SAVEETHA NGAR, THANDALAM, CHENNAI",9841185648
147,KANCHEEPURAM,"SRI RAMACHANDRA MEDICAL CENTER,KANCHEEPURAM TN.","NO.1,, SRI RAMACHANDRA NAGAR, PORUR,KANCHEEPURAM",8939411868
148,KANYAKUMARI,"SRI MOOKAMBIKA INST OF MED SCS HOSP,KANYKUMARI TN.","VPM HOSPITAL COMPLEX,PADANILAM, KULASEKHARAM",9894278335
149,KANYAKUMARI,"DR.JEYASEKHARAN MEDICAL TRUST,KANYAKUMARI TN.","K.P.ROAD, NAGERCOIL",9842136282
150,KANYAKUMARI,"GOVT. HOSPITAL KANYAKUMARI TALUK, KANYAKUMARI TN.","605/2, GOVERNMENT TALUK HOSPITAL NEAR POLICE STATION KANYAKUMARI",8489788115
151,KANYAKUMARI,"GOVT HOSPITAL KULASEKARAM, KANYAKUMARI TN.",GOVT HOSPITAL KULASEKARAM,9487021570
152,KANYAKUMARI,"REGIONAL CANCER CENTRE, KANYAKUMARI TN.","MEDICAL COLLEGE CAMPUS, POST BAG NO.2417, THIRUVANANTHAPURAM, INDIA",9846520565
153,KANYAKUMARI,"GOVT.HQ HOSPITAL,PADMANABHAPURAM,KANYAKUMARI TN.","PADMANABAPURAM, THUCKALAY",9894554032
154,KANYAKUMARI,"GOVT HOSPITAL BHOOTHAPANDI,KANYAKUMARI TN.",GOVT HOSPITAL BHOOTHAPANDI,9677326143
155,KANYAKUMARI,"KIMS HEALTHCARE, KANYAKUMARI TN.","P.B.#1,ANAYARA POST,TRIVANDRUM-",8289911463
156,KANYAKUMARI,"GOVT HOSPITAL ARUMANAI ,KANYAKUMARI TN.","GOVT HOSPITAL ARUMANAI, NEDIYASALAI, ARUMANAI PO",8098233797
157,KANYAKUMARI,"JOSEPH SAHAAYAM SPECIALITY HOSPITAL,KANYAKUMAR TN.","GANESAPURAM ROAD, NAGERCOIL -",9443357604
158,KANYAKUMARI,"GOVT HOSPITAL.COLACHAL,KANYAKUMARI TN.","GOVT HOSPITAL COLACHAL,MAIN ROAD COLACHEL,KALKULAM TALUK,KANYAKUMARI DIST",9025685389
159,KANYAKUMARI,"GOVT. HOSPITAL KARUNGAL, KANYAKUMARI TN.","GOVERNMENT HOSPITAL ,SUNDAVILAI, KARUNGAL.",9894170489
160,KANYAKUMARI,"M L HOSPITAL,KANYAKUMARI TN.",132 PUNNAINAGER NAGERCOIL,9443120793
161,KANYAKUMARI,"GOVT HOSPITAL,KULITHURAI,KANYAKUMARI,TN.",GOVT.HOSPITAL KUZHITHURAI,9894360423
162,KANYAKUMARI,"C.S.I MISSION HOSPITAL,KANYAKUMARI TN.","CSI MISSION HOSPITAL, NEYYOOR P.O",9442383347
163,KANYAKUMARI,"KANYAKUMARI MEDICAL COLLEGE HOSP, KANYAKUMARI TN.","KANYAKUMARI GOVT. MEDICAL COLLEGE HOSPITAL,ASARIPALLAM",9443142633
164,KANYAKUMARI,"NIMS, THIRUVANANTHAPURAM","P.B.#1,ANAYARA POST,TRIVANDRUM-",8289911463
165,MADURAI,"GOVT HOSPITAL PERAIYUR, MADURAI TN.","PERUMAL KOVIL STREET, MELAPATTI ROAD,PERAIYUR",9443956602
166,MADURAI,"VELAMMAL MC HOSP AND RESEARCH INSTITUTE,MADURAI TN","VELAMMAL MEDICAL COLLEGE HOSPITAL & RESEARCH INSTITUTE,MADURAI-9",0452 - 2510000
167,MADURAI,"APOLLO SPECIALITY HOSPITAL,MADURAI TN.","LAKE VIEW ROAD, K K NAGAR, MADURAI-20","9443692991, 861"
168,MADURAI,"MOHANS MEDICITY HOSPITAL,MADURAI TN.","11-A, VINAYAGA NAGAR, K.K.NAGAR, MADURAI-20",9843050822
169,MADURAI,"GURU MULTISPECIALITY HOSPITAL,MADURAI TN.","4/120 F, PANDI KOVIL RING ROAD,MATTUTHAVANI,MADURAI - 107.",9486467768
170,MADURAI,"GOVT HOSPITAL,SHOZHAVANDAN,MADURAI TN.","SHOLAVANDAN (SUB OFFICE), VADIPATTI,MADURAI, TAMIL NADU,625214",9894315785
171,MADURAI,"GOVT HOSPITAL TIRUPARANKUNDRAM,MADURAI TN.","PERIYA RATHA VEETHI, MARKET ROAD, THIRUPPARANKUNDRAM",8825839609
172,MADURAI,"SHENBAGAM HOSPITALS PVT LTD,MADURAI TN.","15,16 NORTH CROSS 3RD STREET,ANNA NAGAR MADURAI - 20",9750951115
173,MADURAI,"GOVT HOSPITAL,MELUR,MADURAI,TN","ALAGAR KOVIL ROAD,MELUR",9894283906
174,MADURAI,"DEVAKI SPECIALITY HOSPITAL, MADURAI TN.","NO.26, THENI MAIN ROAD, ARASARADI, MADURAI 16",9790111411
175,MADURAI,"R R HOSPITAL,MADURAI TN.","PLOT NO 385,MGI 80 FEET ROAD, ANNA NAGAR,MADURAI - 20",98421 35403
176,MADURAI,"POOBATHIAMMAL HOSPITAL,MADURAI TN.","OPP: T.E.L.C HSC. SCHOOL, PERIYUR ROAD, USILAMPATTI, MADURAI",9443325340
177,MADURAI,"BHARATHI HOSPITAL,MADURAI,TN.","115 ALAGAR KOVIL ROAD,K.PUDUR",9789470605
178,MADURAI,"KARUNAI MULTISPECIALITY HOSPITAL, MADURAI TN.","202, NETHAJI MAIN ROAD, B.B. KULAM, MADURAI - 2",9443830249
179,MADURAI,"BALA HOSPITALS, USILAMPATTI, MADURAI TN.","103/2,MADURAI ROAD,KEEZA PUDHUR,USILAMPATTI,MADURAI-532",9443548450
180,MADURAI,"PANDIAN HEART INSTITUTE,MADURAI TN.","43,SHANMUGAM PILLAI 2ND ST,ALAGARDI,MADURAI-16",94433 69870
181,MADURAI,"HARSHITHA HOSPITALS PVT LTD, MADURAI TN.","129/3B ARUPUKOTTAI MAIN ROAD,AVANIYAOURAM,MADURAI",9842159566
182,MADURAI,"VADAMALAYAN HOSPITAL, MADURAI TN.","15, JAWAHAR ROAD, CHOKKIKULAM, MADURAI",9843053736
183,MADURAI,"GOVT HOSPITAL VADIPATTI,MADURAI TN.","NEAR BUS STAND,VADIPATTI",9865646365
184,MADURAI,"GOVT. RAJAJI HOSPITAL,MADURAI TN.","PANAGAL ROAD,GORIPALAYAM,MADURAI",9677752252
185,MADURAI,"MEENAKSHI MISSION HOSP AND RSRCH CENTR,MADURAI TN.","LAKE AREA,MELUR ROAD,MADURAI -107",98421 56158
186,MADURAI,"GOVT HOSPITAL THIRUMANGALAM, MADURAI TN.","MUNSCIEF COURT ROAD,THIRUMANGALAM NEAR MUNICIPAL OFFICE,",9486779033
187,MADURAI,"SARAVANA HOSPITAL,MADURAI TN.","7A MARUTHUPANDIAR NAGAR,NARIMEDU,MADURAI-2",9842153022
188,MADURAI,"GOVT.HQ HOSPITAL,USILAMPATTI,MADURAI TN.","PERAIYUR ROAD,USILAMPATTI",9994242839
189,MADURAI,"LAKSHMANA MULTISPECIALITY HOSPITAL,MADURAI,TN.","23 T.P.K ROAD,PYKARA,MADURAI",7373072104
190,MADURAI,"BGM HOSPITAL,MADURAI TN.","249,NEW NATHAM RAOD,AYYER BUNGALOW,MADURAI-17",9047047148
191,MADURAI,"ASHIRVATHA SPECIALITY HOSPITAL, MADURAI TN.","22, RAJAJI STREET, GANDHI NAGAR, MADURAI -2",9442619775
192,MAYILADUTHURAI,"SHANTHI NURSING HOME,NAGAPATTINAM TN.","SHANTHI NURSHING HOME, NO.4, NARAYAN PILLAI STREET, MAYILADUTHURAI.",9443311871
193,NAMAKKAL,"GOVT HOSPITAL,PALLIPALAYAM, NAMAKKAL TN.","GOVT HOSPITAL PALLIPALAYAM,AVARANGADU, KUMARAPALAYAM (TK), NAMAKKAL DT.",9842197134
194,NAMAKKAL,"GOVT HOSPITAL KUMARAPALAYAM, NAMAKKAL TN.","NADARAJA NAGAR KOMARAPALAYAM, TAMIL NADU 638183",9442335163
195,NAMAKKAL,"GOVERNMENT MEDICAL COLLEGE, NAMAKKAL TN.","THILLAIPURAM, NAMAKKAL, TAMIL NADU 637001",9092134058
196,NAMAKKAL,"GOVT HOSPITAL PARAMATHYVELUR,NAMAKKAL TN.","THILLAIPURAM, NAMAKKAL, TAMIL NADU 637001",9994433375
197,NAMAKKAL,"GOVT HOSPITAL THIRUCHENGODU,NAMAKKAL TN.","KAMALAR,, TIRUCHENGODE, TAMIL NADU 637211",9443292073
198,NAMAKKAL,"GOVT. HEAD QRTRS HOSP, RASIPURAM, NAMAKKAL TN.",RASIPURAM,9443701369
199,NAMAKKAL,"SWAMY VIVEKANANDA MC, NAMAKKAL TN.","?D.NO: 25, 8, OLD MUNSIF CT ST, NAMAKKAL, TAMIL NADU 637001",9443791234
200,NAMAKKAL,"GOVT HOSPITAL, VALAVANTHINADU, NAMAKKAL TN.","GOVT HOSPITAL, VALAVANTHINADU, SEMMADU,KOLLIHILS (TK),NAMAKKAL (DT)",9843328168
201,NAMAKKAL,"THANGAM HOSPITAL, NAMAKKAL TN.","54, DR. SANKARAN ROAD, NAMAKKAL,?",9843030685
202,NAMAKKAL,"GOVT HOSPITAL, VENNANDUR, NAMAKKAL TN.","GOVT HOSPITAL,VENNADUR,RASIPURAM (TK),NAMAKKAL (DT)",8973505860
203,NAMAKKAL,"GOVT HOSPITAL, SENDAMANGALAM, NAMAKKAL TN.","MOHANUR - NAMAKKAL - SENDAMANGALAM - RASIPURAM ROAD, SENTHAMANGALAM, TAMIL NADU 637409",9443239222
204,NILGIRIS,"ASHWINI GUDALUR TRIBAL HOSPITAL,NILGIRIS TN.","10/147 G2,G3 KOTHARVAYAL, GUDALUR, THE NILGIRIS - 643212",9448367425
205,PERAMBALUR,"DHANALAKSHMI SRINIVAS HOSPITAL,PERAMBALUR TN.","NH-45, TRICHY CHENNAI HIGHWAY,",9443846733
206,PUDUKOTTAI,"GOVT HOSPITAL ALANGUDI, PUDUKKOTTAI TN.","GOVT HOSPITAL BHARATHIAR SALAI, ALANGUDI, PUDUKKOTTAI - 622301",9750969955
207,PUDUKOTTAI,"GOVT HOSPITAL VALAYAPATTI, PUDHUKOTTAI TN.","GOVERNMENT HOSPITAL, MARKET ROAD, KARAMBAGUDI, PUDUKKOTTAI DISTRICT",4333262047
208,PUDUKOTTAI,"GOVT HOSPITAL,THIRUMAYAM,PUDUKOTTAI,TN","NEAR BUS STAND, THIRUMAYAM, PUDUKKOTTAI(DT)",9486541999
209,PUDUKOTTAI,"GOVT HOSPITAL ILLUPPUR, PUDUKKOTTAI,TN",MEDICAL OFFICER GOVT HOSPITAL ILLUPPUR PUDUKKOTAI -622001,9003686328
210,PUDUKOTTAI,"GOVT HOSPITAL MANAMELKUDI,PUDUKOTTAI TN.",MEDICAL OFFICER GOVERNMENT HOSPITAL EC ROAD MANAMELKUDI PUDUKKOTTAI-DT-614620,9940261919
211,PUDUKOTTAI,"GOVT HOSPITAL AVUDAYAR KOVIL, PUDHUKOTTAI TN.","AVUDAIYARKOIL-MIMISAL RD, AVUDAIYARKOIL, PUDHUKOTTAI- 614618",04371-233400.
212,PUDUKOTTAI,"GOVT.HEAD QUARTERS,ARRANTHANGI,PUDUKOTTAI TN.","PATTUKOTTAI ROAD, ARANTHANGI, PUDUKKOTTAI(DT)",9486782509
213,PUDUKOTTAI,"GOVT PUDUKOTTAI MCH, PUDUKOTTAI TN.","GOVT MEDICAL COLLEGE & HOSPITAL, PUDUKKOTTAI TK,PUDUKKOTTAI (DT)",9442449641
214,PUDUKOTTAI,"GOVT HOSPITAL KARAMBAKUDI, PUDHUKOTTAI TN.","BUNGALOW KULAM STREET,KARAMBAKUDI,PUDUKKOTTAI-601302",9500609344
215,PUDUKOTTAI,"MUTHU MEENAKSHI HOSPITALS, PUDUKOTTAI TN.","NO 5542, SOUTH 4TH STREET, PUDUKKOTTAI",7397781774
216,PUDUKOTTAI,"GOVT HOSPITAL GANDARVAKOTTAI,PUDUKOTTAI TN.","OPPOSITE POLICE STATION, GANDARVAKOTTAI, PUDUKKOTTAI(DT).",9787347111
217,PUDUKOTTAI,"SRI DURGA SURG CLINIC,PUDUKOTTAI TN.","THIRUPPATHUR ROAD, PONNAMARAVATHI",9344545449
218,PUDUKOTTAI,"GOVT HOSPITAL KEERANUR ,PUDHUKOTTAI TN.","OVK NAGAR, KEERANUR,? PUDHUKOTTAI- 622502",04339-262228
219,PUDUKOTTAI,"GOVT HOSPITAL VIRALIMALAI, PUDUKKOTAI TN.","DINDUGAL MAIN ROAD VIRALIMALI, PUDUKKOTAI",9487602238
220,PUDUKOTTAI,"GOVT HOSPITAL ANNAVASAL,PUDUKOTTAI TN.","VIRALIMALAI ROAD, ANNAVASAL",9865797779
221,RAMANATHAPURAM,"GOVT HOSPITAL,UCHIPULI, RAMANATHAPURAM TN.",GPHC UCHIPULI .RAMNAD DIST,9841819841
222,RAMANATHAPURAM,"GOVT HOSPITAL KAMUDHI,RAMANATHAPURAM TN.","ARUPPUKOTTAI MAIN ROAD,KAMUTHI",9843977079 / 94
223,RAMANATHAPURAM,"GOVT.RAMANATHAPURAM MEDICAL COLLEGE,RAMANAD TN.","MAHARAJA SILKS OPPOSITE,RAMANATHAPURAM",9443920121
224,RAMANATHAPURAM,"GOVT HOSPITAL,PARTHIBANUR,RAMANATHAPURAM,TN.",PARTHIBANUR,9942733870
225,RAMANATHAPURAM,"GOVT HOSPITAL KEELAKKARAI,RAMANATHAPURAM TN.",GOVT HOSPITAL VALLAL SEETHAKATHI SALAI KILAKARAI,9444463923
226,RAMANATHAPURAM,"GOVT.HEAD QRTRS HOSP PARAMAKUDI,RAMANATHPURAM TN.","GOVT.HOSPITAL,KATTU PARAMAKUDI,PARAMAKUDI.",9486819186
227,RAMANATHAPURAM,"GOVT HOSPITAL,THIRUVADANAI,RAMANTHAPURAM TN.","GOVT.TALUK HOSPITAL,TALUK OFFICE(OPP) MADURAI-THONDI ROAD",9629259652
228,RAMANATHAPURAM,"GOVT.UPGRADED PHC,SAYALKUDI,PARAMAKUDI,RAMNAD TN.","GOVT. UPGRADED PHC, NEAR BUS STAND, SAYALKUDI",9994761143
229,RAMANATHAPURAM,"GOVT HOSPITAL,RAMESHWARAM,RAMANATHAPURAM TN.","6 LINE STREET,RAILWAY FEEDER ROAD,RAMESWARAM",9751453392
230,RAMANATHAPURAM,"GOVT HOSPITAL,MUDUKALATHUR,RAMANTHAPURAM TN.","GOVT.HOSPITAL, NEAR BUS STAND, PMK ROAD, MUDUKULATHUR",8807008455
231,RANIPET,"GOVT. HOSPITAL, ARCOT, VELLORE TN.","KALAIVAI ROAD,ARCOT VELLORE DISTRICT",7708897573
232,RANIPET,"GOVT. HOSPITAL ARAKONAM VELLORE,TN.","NO.8, GANDHI ROAD, ARAKKONAM VELLORE",7639134454
233,RANIPET,"GOVT HOSPITAL SHOLINGUR, VELLORE TN.","CHITTOOR ROAD, NEAR COURT SHOLINGUR (V), WALAJAH(TK), VELLORE(DT). 631102",9884431726
234,RANIPET,"GOVT.HEAD QUARTERS HOSPITAL,WALLAJAH,RANIPET TN.","MBT ROAD, WALAJAPET",9894534634
235,SALEM,"SKS HOSPITAL,SALEM TN.","23 SKS HOSPITAL ROAD, ALAGAPURAM, SALEM -4",8883307777
236,SALEM,"EKA HOSPITAL, FAIRLANDS, SALEM TN.","75/6, BRINDAVAN ROAD, OPP NEW BUS STAND, FAIRLANDS, SALEM - 636 004.",9842799639
237,SALEM,"KARTHIK MEDIA CENTRE EDAPPADI,SALEM TN.","5/148A,CHINNANATCHIYUR,VEERAPPAMPALAIYAM,IDAPPADI,",9382321880
238,SALEM,"PRIYAM SPECIALITY HOSPITAL, SALEM TN.","247,BANGALORE BYPASS ROAD, KONDALAMPATTY, SALEM, TAMIL NADU 636010.",9629921321
239,SALEM,"NITISH GE AND MULTISPECIALITY HOSPITAL, SALEM TN.","163-167,ARISIPALAYAM MAIN ROAD, FOUR ROADS,SALEM - 636009, TAMILNADU, INDIA.",9790018137
240,SALEM,"SHANTHI NURSING HOME, DADAGAPATTI, SALEM TN.","NEW MARIAMMAN KOIL STREET, NEAR PRABATH SIGNAL, DADAGAPATTI,",9442563602
241,SALEM,"SRI GOKULAM HOSPITAL,SALEM TN.","UNIT I 3/60, MEYYANUR ROAD, SALEM-636004 UNIT II 202,BANGALORE BYE PASS ROAD, SALEM-636004",9994979797
242,SALEM,"SRI SHELLAPPA HOSPITAL RAJARAM NAGAR,SALEM TN.","239, RAJARAM NAGAR, NEAR GANDHI STADIUM, SALEM",9952401633
243,SALEM,"VINAYAKA MISSION SUPERSPECIALTY HOSPITAL,SALEM TN.","NH-47 SANKARI MAIN ROAD,VEERAPANDI(PO) SALEM (DT) PIN : 636308",9362128563
244,SALEM,"KIRUBA HOSPITAL RAJAJI ROAD,SALEM TN.","RAJAJI ROAD, SALEM - 636007",9843022961
245,SALEM,"SPMM HOSPITAL AMMAPET, SALEM TN.","29,CUDDALORE MAIN ROAD, AMMAPET, SALEM.",9894550755
246,SALEM,"DHARAN HOSPITAL,SALEM TN.",NO:14 SEELANICKAN PATTY BYE_PASS,"9443259990, 994"
247,SALEM,"SHARON CANCER CTR GENERAL HSP VINAYA RD, SALEM TN.","18, TANMAG ROAD, VINAYAGAMPATTY, KANNANKURICHI POST, SALEM - 636008",9787807964
248,SALEM,"DR.SUNDARARAJAN NEURO HOSPITAL, SALEM TN.","166-F AMMACHI GOUNDER STREET RAMAKRISHNA ROAD, SALEM 636 007 TAMILNADU",9659658111
249,SALEM,"DR. SURAKSHA SPECIALITY MEDICAL CENTR,SALEM TN.","148, CHERRY ROAD, MULLUVADI GATE, SALEM",7373040635
250,SALEM,"DEEPAM HOSPITAL,SALEM TN.","2/1 GANAPATHY NAGAR, CUDDALORE MAIN ROAD, BELUR PIRIVU ROAD, VAZHAPADY(PO) & (TK)",9787704400
251,SALEM,"SHANMUGA HOSPITAL PRIVATE LIMITED, SALEM TN.","SHANMUGA HOSPITAL & SALEM CANCER INSTITUTE 24, SARADHA COLLEGE ROAD, SALEM - 636 007",8754004099
252,SALEM,"UNIVERSAL CANCER HOSPITAL LIMITED, SALEM TN.","370,JARI KONDALAMPATTY,NEAR KONDALAMPATTY ROUNDANA,SALEM-636010",6381221167
253,SIVAGANGAI,"DEVAKI SURGICAL CLINIC,SIVAGANGAI TN.","NO.6 ,ARUNACHALAM,CHETTINAR STREET,NEAR PERIYAR STATUE,KARAIKUDI-630001",9943339995
254,SIVAGANGAI,"SENTHIL HOSPITAL,SIVAGANGAI TN.","9-B,MANTHOPPU STREET,DEVAKOTTAI-630302",9361410220
255,TENKASI,"GOVT HOSPITAL SANKARANKOIL, TENKASI TN.?","KATCHERI ROAD, SANKARANKOVIL",8754758452
256,TENKASI,"GOVT HOSPITAL ALANGULAM,TENKASI TN.","TENKASI ROAD,ALANGULAM",9999743488
257,TENKASI,"GOVT HOSPITAL PULIANGUDI,TENKASI TN.","GH ROAD, NEAR WATER TANK, PULIANGUDI",9698663340
258,TENKASI,"GOVT HOSPITAL VEERAKERALAMPUDUR, TIRUNELVELI TN.","SURANDAI MAIN ROAD ,VEERAKERALAMPUDUR",9578368743
259,TENKASI,"GOVT HOSPITAL KADAYANALLUR,TENKASI TN.","NEAR OLD BUS STAND,KADAYANALLUR",9600127965
260,TENKASI,"DIST. GOVT. HEAD QRTRS HOSP TENKASI,TN.","NEAR NEW BUS STAND , TENKASI",7373747521
261,TENKASI,"GOVT HOSPITAL SIVAGIRI, TENKASI TN.?","NEAR TALUK OFFICE ,SIVAGIRI",9443043540
262,TENKASI,"GOVT HOSPITAL SENGKOTTAI,TENKASI TN.","NEAREST TALUK OFFICE,SHENKOTTAI",9487888777
263,TENKASI,"GOVT HOSPITAL AUIKUDI,TENKASI TN.","SURANDAI MAIN ROAD, GOVT HOSPITAL, AUIKUDI",9791696209
264,THANJAVUR,"GOVT. HOSPITAL, THIRUPANANTHAL, THANJAVUR TN.","SOUTH STREET, THIRUPANANATHAL",9443485607
265,THANJAVUR,"DR R K NURSING HOME, THANJAVUR TN.","2 SHIVAJI NAGAR, THANJAVUR, TAMIL NADU 613007",9443150520
266,THANJAVUR,"MR HOSPITAL,THANJAVUR TN.","NO: 1,YAGAPPA NAGAR ,PUDUKKOTTAI ROAD,THANJAVUR.",9443137228
267,THANJAVUR,"MVK NURSING HOME,THANJAVUR TN.",2771 SOUTH RAMPAT THILAGAR THIDAL THANJAVUR,9788988933
268,THANJAVUR,"THANJAVOOR CANCER HOSPITAL, THANJAVUR TN.","NO-165/16, BY-PASS ROAD, MATHAKOTTAI,THIRUKANOORPATTI,TNJ",9442207580
269,THANJAVUR,"GOVT. PATTUKOTTAI HOSPITAL, THANJAVUR TN.","PALNIYAPPA STREET, GOVT HOSPITAL PATTUKKOTTAI",9443256390
270,THANJAVUR,"GOVT. RAJA MIRASDAR HOSPITAL, OG , TN.","ANNA SALAI, THANJAVUR",9444138478
271,THANJAVUR,"VISHNU CANER CENTRE AND RESEARCH INS,THANJAVUR,TN.","52,53, CENTER POINT NAGAR, OPPSIT TO KAMALA SUBRAMANIYAM SCHOOL, PUDUKOTTAI ROAD , THANJAVUR.",9443601021
272,THANJAVUR,"GOVT.HEAD QUARTERS HOSP KUMBAKONAM,THANJAVUR TN.","DR MOORTHY ROAD,NEAR COURT,KUMBAKONAM",9486218481
273,THANJAVUR,"GOVT HOSPITAL,ORATHANADU,THANJAVUR TN.","GH ORATHANADU,KANNANTHANGUDI RD,ORATHANADU",9865222811
274,THANJAVUR,"GOVT HOSPITAL AYYAMPETTAI, THANJAVUR, TN.","BYPASS RD, AYYAMPETTAI",9080659261
